date,region,year,month,malaria_incidence,tb_incidence,hiv_incidence,population_total,population_0_14_pct,population_65_plus_pct,population_15_64_pct,population_urban_pct,population_rural_pct,education_access_index,condom_use_rate,female_literacy_rate,youth_unemployment_rate,hiv_awareness_index,access_to_art_pct,testing_coverage_pct,health_facility_density,urbanization_level,regional_stigma_index,migration_rate,age_sum_pct,urban_rural_sum_pct,malaria_outlier,tb_outlier,hiv_outlier
1970-01-01,Ashanti,1970.0,1.0,148.64334529332376,113.80996829654912,162.89428019865738,505599.3725263964,40.36762653283956,5.172704416576954,54.459669050583486,22.08858359589989,77.91141640410011,48.0846746412488,39.12996316735424,57.62683084075625,15.237126056122635,55.72699726963901,49.90449310996837,37.52947304562386,1.4721003246673323,54.26317229194026,1.18269255308851,2.4331825011708257,100.0,100.0,0.0,0.0,0.0
1970-01-01,Brong-Ahafo,1970.0,1.0,167.38108884381475,111.2212238212205,149.8870533745823,500981.98666926054,38.8506905321095,4.853591064736559,56.29571840315395,20.884785672081474,79.11521432791852,46.56337647113158,34.96189312256279,52.849933458449605,15.848530201010567,51.3808906006833,44.253149179759625,34.23767963056471,2.7744916773146433,43.66664700064664,0.6142599051727133,2.3344517201695427,100.0,100.0,0.0,0.0,0.0
1970-01-01,Central,1970.0,1.0,145.77302909331237,120.87696886749984,170.26627735607505,500000.0,39.37004571667208,5.401282416177205,55.22867186715072,20.0,80.0,46.76533720583858,35.12532014764363,55.882880389876135,19.83089619735781,51.983850864866575,43.37804186840811,35.837724701192634,1.3279796645071102,41.54405180177446,0.6602503813706142,1.4179295925151827,100.0,100.0,0.0,0.0,0.0
1970-01-01,Eastern,1970.0,1.0,138.1516417237902,107.38261017100054,157.27452844851706,500000.0,44.76245940958484,5.249707161222538,49.98783342919262,20.78411149658046,79.21588850341954,48.4207751126058,41.19239479652271,60.62208193294071,15.150053854871274,54.08852487587329,46.37996009745733,35.888146301654686,1.0941346240105885,47.91410449850745,0.7596016010859866,2.117620891034774,100.0,100.0,0.0,0.0,0.0
1970-01-01,Greater Accra,1970.0,1.0,106.01653202459993,127.06146330390672,190.7186759026068,509934.2830602247,41.270457577006255,7.785911913994056,50.94363050899969,22.1748211072734,77.8251788927266,56.9754042566326,45.50773964498171,63.14315674479076,16.24082511026677,60.66244868293718,52.079582639508565,41.25253813198762,0.4133675327411243,67.85555819550505,0.2112799310755558,3.851004824011113,100.0,100.0,0.0,0.0,0.0
1970-01-01,Northern,1970.0,1.0,227.23979454235177,100.94225301738011,106.85769751874436,502972.259168195,41.80806494916673,5.212994594462621,52.97894045637065,20.618799196242836,79.38120080375717,37.96295911576906,29.445489555057396,44.66823063883404,20.33174324328795,44.90449329763549,36.366248851376334,30.09648726977925,1.8775229400293199,34.51872000278198,0.27143169851643195,1.2804394113992774,100.0,100.0,0.0,0.0,0.0
1970-01-01,Upper East,1970.0,1.0,269.4056861581929,99.90592903691768,94.76838720049628,500000.0,40.3497322681947,4.063232567416989,55.58703516438831,22.42570747756841,77.57429252243159,41.43102590584311,30.785009859035284,48.74168749527084,23.503298783599547,46.70048932546382,38.0588676794999,32.321010366286515,0.9205432955491883,28.00165181173674,1.158500049705042,1.3246343335844164,100.0,100.0,0.0,0.0,0.0
1970-01-01,Upper West,1970.0,1.0,275.2055664438257,99.90592903691768,94.76838720049628,500000.0,42.804819173438425,5.430529611677034,51.76465121488454,20.0,80.0,38.209102621468766,32.42697045039849,49.72928279602455,20.54734555533348,44.87749491409534,37.90395596934927,31.15067184892004,1.3735378670780891,31.01052392092842,1.3103943167053191,1.342295300824068,100.0,100.0,0.0,0.0,0.0
1970-01-01,Volta,1970.0,1.0,166.2689466236035,112.85765972349202,149.01634009956663,503174.53261250176,41.48031180787801,5.777915430236417,52.74177276188557,20.0,80.0,43.49896973242372,33.0529843303263,55.038243186545124,17.333956037059664,48.61603673401855,40.989613327645415,34.63765430324243,1.3216822412590332,38.46960600878201,1.1842895165119156,1.577066829004984,100.0,100.0,0.0,0.0,0.0
1970-01-01,Western,1970.0,1.0,160.90139816923784,112.82119605573146,151.25845705044208,500000.0,41.363282232803144,5.332235930955601,53.304481836241266,20.269199796704342,79.73080020329566,47.82792022737257,37.49143988266137,58.81559028393579,16.13026877204107,52.44094171684395,44.97139486243142,35.729586632237286,1.4177484198598553,44.3347538398926,0.0,3.8667518214830237,100.0,100.0,0.0,0.0,0.0
